1982¹,National,American Indian or Alaska Native,‡,,,,,,,,,,,,,,,,,,,,,,
1982¹,National,Unclassified,‡,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,White (not Hispanic),224,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,Black (not Hispanic),192,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,Hispanic,203,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,Asian American or Pacific Islander,229,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,American Indian or Alaska Native,‡,,,,,,,,,,,,,,,,,,,,,,
1978¹,National,Unclassified,‡,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
‡ Reporting standards not met.,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE:  Black includes African American, Hispanic includes Latino, and Pacific Islander includes Native Hawaiian. Race categories exclude Hispanic origin.  Some apparent differences between estimates may not be statistically significant.",,,,,,,,,,,,,,,,,,,,,,,,,
"SOURCE: U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics, National Assessment of Educational Progress (NAEP), 1978, 1982, 1986, 1990, 1992, 1994, 1996, 1999, 2004, 2008, 2012, 2020, and 2022 Long-Term Trend Mathematics Assessments.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
